                                    sIP|                                    dIP|sPort|dPort|pro|   packets|     bytes|   flags|                  sTime| duration|                  eTime|sen|
   2607:2000:100:116:225:90ff:fe8e:b4a0|  2607:2000:100:116:92e2:baff:fe5a:7ded|34231|   80|  6|         5|       488|        |2015/04/10T16:45:01.544|    0.100|2015/04/10T16:45:01.644|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|   80|34231|  6|         5|       959|        |2015/04/10T16:45:01.544|    0.100|2015/04/10T16:45:01.644|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|  2607:2000:100:116:92e2:baff:fe5a:7ded|33417|  443|  6|         9|      1130|        |2015/04/10T16:45:05.494|    0.000|2015/04/10T16:45:05.494|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|  443|33417|  6|         9|      2563|        |2015/04/10T16:45:05.438|    0.000|2015/04/10T16:45:05.438|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                      2620:98:4000:8::1|56056|  123| 17|         1|        96|        |2015/04/10T16:40:53.874|    0.200|2015/04/10T16:40:54.074|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                           2001:7fe::53|48444|   53| 17|         1|        79|        |2015/04/10T16:41:03.846|    0.050|2015/04/10T16:41:03.896|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                            2001:7fd::1|37161|   53| 17|         1|        79|        |2015/04/10T16:41:06.782|    0.250|2015/04/10T16:41:07.032|  0|
  2607:2000:100:116:5074:8c32:5dd2:d949|               2607:f8b0:4008:807::200e|51176|  443|  6|        20|     11284|        |2015/04/10T16:41:56.618|  249.950|2015/04/10T16:46:06.568|  0|
   2607:2000:100:116:225:90ff:fe8e:b61c|              2607:fc18:bad:dead:beef::|  123|  123| 17|         1|        96|        |2015/04/10T16:41:08.318|    0.150|2015/04/10T16:41:08.468|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                           2001:7fe::53|59117|   53| 17|         1|        75|        |2015/04/10T16:41:14.946|    0.250|2015/04/10T16:41:15.196|  0|
               fe80::225:90ff:fe8e:b61c|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         1|        72|        |2015/04/10T16:41:13.396|    0.250|2015/04/10T16:41:13.646|  0|
               fe80::225:90ff:fe8e:b61c|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T16:41:18.446|    0.050|2015/04/10T16:41:18.496|  0|
   2607:2000:100:116:225:90ff:fe8e:b61c|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T16:41:18.996|    0.300|2015/04/10T16:41:19.296|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2f::f|59548|   53| 17|         1|        75|        |2015/04/10T16:41:17.746|    0.250|2015/04/10T16:41:17.996|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                           2001:dc3::35|45637|   53| 17|         1|        79|        |2015/04/10T16:41:17.796|    0.200|2015/04/10T16:41:17.996|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                           2001:dc3::35|37052|   53| 17|         1|        75|        |2015/04/10T16:41:20.836|    0.150|2015/04/10T16:41:20.986|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2f::f|32876|   53| 17|         1|        79|        |2015/04/10T16:41:21.986|    0.050|2015/04/10T16:41:22.036|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:3::42|42731|   53| 17|         1|        79|        |2015/04/10T16:41:24.572|    0.050|2015/04/10T16:41:24.622|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|    2002:8891:e71f:8:225:90ff:fe8e:b394|    0|32768| 58|         3|       312|        |2015/04/10T16:41:24.972|    5.800|2015/04/10T16:41:30.772|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|             fec0::8:225:90ff:fe8e:b4b8|    0|32768| 58|         3|       312|        |2015/04/10T16:41:24.972|    5.800|2015/04/10T16:41:30.772|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|             fec0::8:225:90ff:fe8e:b61c|    0|32768| 58|         3|       312|        |2015/04/10T16:41:24.972|    5.800|2015/04/10T16:41:30.772|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|             fec0::8:225:90ff:fe8e:b4a0|    0|32768| 58|         3|       312|        |2015/04/10T16:41:29.936|    5.900|2015/04/10T16:41:35.836|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|             fec0::8:225:90ff:fe8e:b4b0|    0|32768| 58|         3|       312|        |2015/04/10T16:41:29.936|    5.900|2015/04/10T16:41:35.836|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                          2001:500:2::c|57603|   53| 17|         1|        75|        |2015/04/10T16:41:33.036|    0.250|2015/04/10T16:41:33.286|  0|
               fe80::225:90ff:fe8e:b4a0|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         8|       512|        |2015/04/10T16:26:07.836|  927.000|2015/04/10T16:41:34.836|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                    2001:503:ba3e::2:30|53977|   53| 17|         1|        75|        |2015/04/10T16:41:37.222|    0.200|2015/04/10T16:41:37.422|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                          2001:500:2::c|54790|   53| 17|         1|        79|        |2015/04/10T16:41:37.472|    0.200|2015/04/10T16:41:37.672|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:84::b|51743|   53| 17|         1|        79|        |2015/04/10T16:41:39.022|    0.200|2015/04/10T16:41:39.222|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2d::d|60322|   53| 17|         1|        79|        |2015/04/10T16:41:39.222|    0.250|2015/04/10T16:41:39.472|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:84::b|47770|   53| 17|         1|        75|        |2015/04/10T16:41:36.272|    0.150|2015/04/10T16:41:36.422|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|             fec0::8:225:90ff:fe8e:b5e8|    0|32768| 58|         6|       624|        |2015/04/10T16:36:21.922|  315.000|2015/04/10T16:41:36.922|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|   2002:8891:e71f:8:92e2:baff:fe5a:7ded|    0|32768| 58|         3|       312|        |2015/04/10T16:41:40.910|    5.900|2015/04/10T16:41:46.810|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                     2001:503:c27::2:30|40086|   53| 17|         1|        79|        |2015/04/10T16:41:48.060|    0.000|2015/04/10T16:41:48.060|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|    2002:8891:e71f:8:225:90ff:fe8e:b5e8|    0|32768| 58|         3|       312|        |2015/04/10T16:41:39.860|    5.900|2015/04/10T16:41:45.760|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|    2002:8891:e71f:8:225:90ff:fe8e:b4a0|    0|32768| 58|         7|       728|        |2015/04/10T16:36:29.810|  618.000|2015/04/10T16:46:47.810|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|    2002:8891:e71f:8:225:90ff:fe8e:b4b0|    0|32768| 58|         7|       728|        |2015/04/10T16:36:29.810|  618.000|2015/04/10T16:46:47.810|  0|
  2607:2000:100:116:e9f5:a850:8fcf:ba58|                 2607:f8b0:4002:c03::10|40407|  993|  6|         8|       773|        |2015/04/10T16:41:48.360|    1.000|2015/04/10T16:41:49.360|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                     2001:503:c27::2:30|51395|   53| 17|         1|        75|        |2015/04/10T16:41:50.910|    0.200|2015/04/10T16:41:51.110|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                   2001:500:1::803f:235|51643|   53| 17|         1|        79|        |2015/04/10T16:41:50.960|    0.150|2015/04/10T16:41:51.110|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|            fec0::8:92e2:baff:fe5a:7ded|    0|32768| 58|         3|       312|        |2015/04/10T16:41:49.824|    5.900|2015/04/10T16:41:55.724|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|            fec0::8:92e2:baff:fe5a:7685|    0|32768| 58|         3|       312|        |2015/04/10T16:41:57.708|    5.800|2015/04/10T16:42:03.508|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|                       2607:f128:1:3::2|36953|   80|  6|         5|       506|        |2015/04/10T16:47:07.206|    0.050|2015/04/10T16:47:07.256|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|                       2607:f128:1:3::2|36954|   80|  6|         5|       501|        |2015/04/10T16:47:07.906|    0.100|2015/04/10T16:47:08.006|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|         2607:f188::dead:beef:cafe:fed1|32939|  443|  6|        16|      2055|        |2015/04/10T16:47:03.456|    3.800|2015/04/10T16:47:07.256|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|                       2607:f128:1:3::2|36963|   80|  6|         5|       510|        |2015/04/10T16:47:18.170|    0.050|2015/04/10T16:47:18.220|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|                       2607:f128:1:3::2|36956|   80|  6|       787|     57142|        |2015/04/10T16:47:08.320|    8.350|2015/04/10T16:47:16.670|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|                       2607:f128:1:3::2|36967|   80|  6|         5|       511|        |2015/04/10T16:47:19.520|    0.250|2015/04/10T16:47:19.770|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|       2a02:2498:1:3d:5054:ff:fed3:e91a|34391|   80|  6|        10|      1166|        |2015/04/10T16:47:03.024|   26.450|2015/04/10T16:47:29.474|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|                       2607:f128:1:3::2|36968|   80|  6|       320|     23744|        |2015/04/10T16:47:19.824|    3.250|2015/04/10T16:47:23.074|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|                       2607:f128:1:3::2|36970|   80|  6|        25|      1969|        |2015/04/10T16:47:28.124|    1.100|2015/04/10T16:47:29.224|  0|
              fe80::92e2:baff:fe5a:7ded|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         1|        72|        |2015/04/10T16:42:38.688|    0.150|2015/04/10T16:42:38.838|  0|
              fe80::92e2:baff:fe5a:7ded|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T16:42:43.738|    0.200|2015/04/10T16:42:43.938|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|              2001:67c:2e8:22::c100:68b|45831|   80|  6|         5|       476|        |2015/04/10T16:47:38.620|    0.100|2015/04/10T16:47:38.720|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                            2001:7fd::1|39227|   53| 17|         1|        80|        |2015/04/10T16:42:47.824|    0.000|2015/04/10T16:42:47.824|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|              2001:67c:2e8:14:ffff::229|56056|  123| 17|         1|        96|        |2015/04/10T16:42:45.224|    0.050|2015/04/10T16:42:45.274|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|     2606:2800:220:1:248:1893:25c8:1946|38695|   25|  6|         5|       400|        |2015/04/10T16:42:33.688|   14.900|2015/04/10T16:42:48.588|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|     2606:2800:220:1:248:1893:25c8:1946|38696|   25|  6|         5|       400|        |2015/04/10T16:42:33.688|   14.900|2015/04/10T16:42:48.588|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|     2606:2800:220:1:248:1893:25c8:1946|38697|   25|  6|         5|       400|        |2015/04/10T16:42:33.688|   14.900|2015/04/10T16:42:48.588|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|     2606:2800:220:1:248:1893:25c8:1946|38698|   25|  6|         5|       400|        |2015/04/10T16:42:33.688|   14.900|2015/04/10T16:42:48.588|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|     2606:2800:220:1:248:1893:25c8:1946|38699|   25|  6|         5|       400|        |2015/04/10T16:42:33.688|   14.900|2015/04/10T16:42:48.588|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|              2604:a880:800:10::99:7006|56056|  123| 17|         1|        96|        |2015/04/10T16:42:48.038|    0.250|2015/04/10T16:42:48.288|  0|
  2607:2000:100:116:92e2:baff:fe68:7d59|                     2001:18e8:2:6::147|34070| 8880|  6|         3|       240|        |2015/04/10T16:43:06.188|    2.850|2015/04/10T16:43:09.038|  0|
              fe80::92e2:baff:fe68:7d59|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         3|       216|        |2015/04/10T16:37:45.888|  325.200|2015/04/10T16:43:11.088|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                            2001:7fd::1|39692|   53| 17|         1|        75|        |2015/04/10T16:43:13.274|    0.150|2015/04/10T16:43:13.424|  0|
  2607:2000:100:116:92e2:baff:fe68:7d59|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         3|       192|        |2015/04/10T16:37:48.724|  329.850|2015/04/10T16:43:18.574|  0|
              fe80::92e2:baff:fe68:7d59|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         3|       192|        |2015/04/10T16:37:51.024|  324.950|2015/04/10T16:43:15.974|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:3::42|54775|   53| 17|         1|        75|        |2015/04/10T16:43:26.674|    0.050|2015/04/10T16:43:26.724|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                   2001:500:1::803f:235|47574|   53| 17|         1|        75|        |2015/04/10T16:43:45.006|    0.100|2015/04/10T16:43:45.106|  0|
              fe80::da50:e6ff:fe3b:76fa|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         3|       216|        |2015/04/10T16:37:53.374|  354.350|2015/04/10T16:43:47.724|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2d::d|58447|   53| 17|         1|        75|        |2015/04/10T16:43:49.074|    0.200|2015/04/10T16:43:49.274|  0|
              fe80::da50:e6ff:fe3b:76fa|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         2|       128|        |2015/04/10T16:43:00.338|   52.500|2015/04/10T16:43:52.838|  0|
   2607:2000:100:116:225:90ff:fe8e:b4b8|              2607:fc18:bad:dead:beef::|  123|  123| 17|         1|        96|        |2015/04/10T16:44:16.888|    0.250|2015/04/10T16:44:17.138|  0|
               fe80::225:90ff:fe8e:b4b8|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         1|        72|        |2015/04/10T16:44:21.884|    0.100|2015/04/10T16:44:21.984|  0|
               fe80::225:90ff:fe8e:b4b8|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T16:44:26.974|    0.200|2015/04/10T16:44:27.174|  0|
   2607:2000:100:116:225:90ff:fe8e:b4b8|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T16:44:28.738|    0.200|2015/04/10T16:44:28.938|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|   22|34792|  6|         4|      1157|        |2015/04/10T16:44:33.738|    0.050|2015/04/10T16:44:33.788|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|  2607:2000:100:116:92e2:baff:fe5a:7ded|34945|   22|  6|         6|       450|        |2015/04/10T16:49:34.120|    0.000|2015/04/10T16:49:34.120|  0|
   2607:2000:100:116:4008:4b88:535:bb41|                      2001:43f8:110::10|42608|   53| 17|         1|       103|        |2015/04/10T16:44:51.190|    0.250|2015/04/10T16:44:51.440|  0|
              fe80::1a03:73ff:fe27:77ee|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         1|        72|        |2015/04/10T16:44:56.190|    0.100|2015/04/10T16:44:56.290|  0|
   2607:2000:100:116:4008:4b88:535:bb41|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T16:44:59.390|    0.200|2015/04/10T16:44:59.590|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                            2001:7fd::1|34932|   53| 17|         1|        79|        |2015/04/10T16:45:01.062|    0.000|2015/04/10T16:45:01.062|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:3::42|39951|   53| 17|         1|        80|        |2015/04/10T16:44:58.312|    0.200|2015/04/10T16:44:58.512|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|   80|34370|  6|         5|       959|        |2015/04/10T16:50:01.166|    0.100|2015/04/10T16:50:01.266|  0|
              fe80::1a03:73ff:fe27:77ee|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T16:45:01.240|    0.150|2015/04/10T16:45:01.390|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|  2607:2000:100:116:92e2:baff:fe5a:7ded|34370|   80|  6|         5|       488|        |2015/04/10T16:50:01.162|    0.100|2015/04/10T16:50:01.262|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|  2607:2000:100:116:92e2:baff:fe5a:7ded|33556|  443|  6|         9|      1130|        |2015/04/10T16:50:05.112|    0.250|2015/04/10T16:50:05.362|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|  443|33556|  6|         9|      2563|        |2015/04/10T16:50:05.112|    0.250|2015/04/10T16:50:05.362|  0|
   2607:2000:100:116:225:90ff:fe8e:b4b8|                       2607:f128:1:3::2|55624|   80|  6|         5|       506|        |2015/04/10T16:49:59.762|    0.250|2015/04/10T16:50:00.012|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2f::f|35413|   53| 17|         1|        79|        |2015/04/10T16:45:10.098|    0.200|2015/04/10T16:45:10.298|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                           2001:7fe::53|52966|   53| 17|         1|        79|        |2015/04/10T16:45:10.248|    0.050|2015/04/10T16:45:10.298|  0|
   2607:2000:100:116:225:90ff:fe8e:b4b8|                       2607:f128:1:3::2|55627|   80|  6|         5|       510|        |2015/04/10T16:50:11.866|    0.150|2015/04/10T16:50:12.016|  0|
   2607:2000:100:116:225:90ff:fe8e:b4b8|                       2607:f128:1:3::2|55628|   80|  6|         5|       511|        |2015/04/10T16:50:12.066|    0.200|2015/04/10T16:50:12.266|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                           2001:dc3::35|41104|   53| 17|         1|        79|        |2015/04/10T16:45:17.312|    0.150|2015/04/10T16:45:17.462|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:3::42|47435|   53| 17|         1|        79|        |2015/04/10T16:45:21.898|    0.200|2015/04/10T16:45:22.098|  0|
   2607:2000:100:116:225:90ff:fe8e:b4b8|       2a02:2498:1:3d:5054:ff:fed3:e91a|54449|   80|  6|        10|      1166|        |2015/04/10T16:49:58.058|   22.900|2015/04/10T16:50:20.958|  0|
   2607:2000:100:116:225:90ff:fe8e:b4b8|  2610:148:1f00:6f00:21b:24ff:fe1d:e940|59452|   80|  6|       730|     52929|        |2015/04/10T16:50:00.508|   20.450|2015/04/10T16:50:20.958|  0|
   2607:2000:100:116:225:90ff:fe8e:b4b8|         2607:f188::dead:beef:cafe:fed1|58389|  443|  6|        17|      2127|        |2015/04/10T16:49:58.408|   21.300|2015/04/10T16:50:19.708|  0|
   2607:2000:100:116:225:90ff:fe8e:b4b8|                       2607:f128:1:3::2|55631|   80|  6|        24|      1897|        |2015/04/10T16:50:19.808|    0.900|2015/04/10T16:50:20.708|  0|
   2607:2000:100:116:225:90ff:fe8e:b4b8|                       2607:f128:1:3::2|55629|   80|  6|       313|     23000|        |2015/04/10T16:50:12.408|    5.750|2015/04/10T16:50:18.158|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                          2001:500:2::c|55836|   53| 17|         1|        79|        |2015/04/10T16:45:31.012|    0.000|2015/04/10T16:45:31.012|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:84::b|36410|   53| 17|         1|        79|        |2015/04/10T16:45:40.512|    0.250|2015/04/10T16:45:40.762|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2d::d|54735|   53| 17|         1|        79|        |2015/04/10T16:45:38.012|    0.200|2015/04/10T16:45:38.212|  0|
   2607:2000:100:116:225:90ff:fe8e:b394|         2607:f188::dead:beef:cafe:fed1|54315|  443|  6|        17|      2127|        |2015/04/10T16:50:28.162|   11.250|2015/04/10T16:50:39.412|  0|
   2607:2000:100:116:225:90ff:fe8e:b394|    2604:9a00:2010:a001:1:face:bad:c0de|43082|   80|  6|       291|     21770|        |2015/04/10T16:50:29.812|    9.600|2015/04/10T16:50:39.412|  0|
   2607:2000:100:116:225:90ff:fe8e:b394|  2610:148:1f00:6f00:216:36ff:fe8e:1308|41244|   80|  6|       684|     49617|        |2015/04/10T16:50:30.412|    8.750|2015/04/10T16:50:39.162|  0|
   2607:2000:100:116:225:90ff:fe8e:b394|       2a02:2498:1:3d:5054:ff:fed3:e91a|45650|   80|  6|        10|      1166|        |2015/04/10T16:50:27.912|   11.500|2015/04/10T16:50:39.412|  0|
                fe80::529:d1c:48ee:a855|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         5|       360|        |2015/04/10T16:42:46.912|  180.500|2015/04/10T16:45:47.412|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                   2001:500:1::803f:235|60001|   53| 17|         1|        79|        |2015/04/10T16:45:46.712|    0.200|2015/04/10T16:45:46.912|  0|
                fe80::529:d1c:48ee:a855|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         5|       360|        |2015/04/10T16:42:52.058|  180.200|2015/04/10T16:45:52.258|  0|
  2607:2000:100:116:5074:8c32:5dd2:d949|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|        14|      1008|        |2015/04/10T16:32:46.008|  783.450|2015/04/10T16:45:49.458|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                     2001:503:c27::2:30|49241|   53| 17|         1|        79|        |2015/04/10T16:45:57.862|    0.050|2015/04/10T16:45:57.912|  0|
   2607:2000:100:116:225:90ff:fe8e:b5e8|  2610:148:1f00:6f00:216:36ff:fee9:2178|44272|   80|  6|       721|     52533|        |2015/04/10T16:51:09.536|   12.650|2015/04/10T16:51:22.186|  0|
   2607:2000:100:116:225:90ff:fe8e:b5e8|       2a02:2498:1:3d:5054:ff:fed3:e91a|53483|   80|  6|        10|      1166|        |2015/04/10T16:51:06.986|   15.200|2015/04/10T16:51:22.186|  0|
   2607:2000:100:116:225:90ff:fe8e:b5e8|         2607:f188::dead:beef:cafe:fed1|41550|  443|  6|        16|      2055|        |2015/04/10T16:51:07.336|   14.850|2015/04/10T16:51:22.186|  0|
   2607:2000:100:116:225:90ff:fe8e:b5e8|    2604:9a00:2010:a001:1:face:bad:c0de|49023|   80|  6|       255|     19746|        |2015/04/10T16:51:08.886|   13.300|2015/04/10T16:51:22.186|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|    2002:8891:e71f:8:225:90ff:fe8e:b394|    0|32768| 58|         3|       312|        |2015/04/10T16:46:34.662|    6.000|2015/04/10T16:46:40.662|  0|
               fe80::225:90ff:fe8e:b4a0|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|        10|       720|        |2015/04/10T16:26:03.412| 1236.200|2015/04/10T16:46:39.612|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|             fec0::8:225:90ff:fe8e:b4b8|    0|32768| 58|         3|       312|        |2015/04/10T16:46:34.662|    6.000|2015/04/10T16:46:40.662|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|             fec0::8:225:90ff:fe8e:b61c|    0|32768| 58|         3|       312|        |2015/04/10T16:46:34.662|    6.000|2015/04/10T16:46:40.662|  0|
               fe80::225:90ff:fe8e:b4a0|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T16:46:44.812|    0.200|2015/04/10T16:46:45.012|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|             fec0::8:225:90ff:fe8e:b5e8|    0|32768| 58|         3|       312|        |2015/04/10T16:46:40.662|    5.900|2015/04/10T16:46:46.562|  0|
   2607:2000:100:116:225:90ff:fe8e:b4b0|       2a02:2498:1:3d:5054:ff:fed3:e91a|45984|   80|  6|        10|      1166|        |2015/04/10T16:51:35.726|   17.900|2015/04/10T16:51:53.626|  0|
   2607:2000:100:116:225:90ff:fe8e:b4b0|    2604:9a00:2010:a001:1:face:bad:c0de|46735|   80|  6|       274|     20701|        |2015/04/10T16:51:39.326|   14.300|2015/04/10T16:51:53.626|  0|
   2607:2000:100:116:225:90ff:fe8e:b4b0|  2610:148:1f00:6f00:21b:24ff:fe1d:e940|33257|   80|  6|       830|     61149|        |2015/04/10T16:51:39.976|   13.650|2015/04/10T16:51:53.626|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|    2002:8891:e71f:8:225:90ff:fe8e:b4a0|    0|32768| 58|         2|       208|        |2015/04/10T16:46:51.570|    2.800|2015/04/10T16:46:54.370|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|    2002:8891:e71f:8:225:90ff:fe8e:b4b0|    0|32768| 58|         2|       208|        |2015/04/10T16:46:51.570|    2.800|2015/04/10T16:46:54.370|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|    2002:8891:e71f:8:225:90ff:fe8e:b5e8|    0|32768| 58|         3|       312|        |2015/04/10T16:46:49.570|    5.850|2015/04/10T16:46:55.420|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|   2002:8891:e71f:8:92e2:baff:fe5a:7ded|    0|32768| 58|         3|       312|        |2015/04/10T16:46:50.620|    5.800|2015/04/10T16:46:56.420|  0|
   2607:2000:100:116:225:90ff:fe8e:b4b0|         2607:f188::dead:beef:cafe:fed1|36560|  443|  6|        17|      2127|        |2015/04/10T16:51:35.996|   17.150|2015/04/10T16:51:53.146|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|   2002:8891:e71f:8:92e2:baff:fe5a:7685|    0|32768| 58|         3|       312|        |2015/04/10T16:46:59.748|    5.750|2015/04/10T16:47:05.498|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                            2001:7fd::1|47933|   53| 17|         1|        75|        |2015/04/10T16:47:14.662|    0.050|2015/04/10T16:47:14.712|  0|
   2607:2000:100:116:225:90ff:fe8e:b61c|       2a02:2498:1:3d:5054:ff:fed3:e91a|40573|   80|  6|        10|      1166|        |2015/04/10T16:52:00.296|   19.700|2015/04/10T16:52:19.996|  0|
   2607:2000:100:116:225:90ff:fe8e:b61c|    2604:9a00:2010:a001:1:face:bad:c0de|60168|   80|  6|       288|     21554|        |2015/04/10T16:52:02.196|   17.800|2015/04/10T16:52:19.996|  0|
   2607:2000:100:116:225:90ff:fe8e:b61c|         2607:f188::dead:beef:cafe:fed1|60533|  443|  6|        17|      2127|        |2015/04/10T16:52:00.596|   18.900|2015/04/10T16:52:19.496|  0|
   2607:2000:100:116:225:90ff:fe8e:b61c|  2610:148:1f00:6f00:216:36ff:fe8e:1308|52965|   80|  6|       812|     59169|        |2015/04/10T16:52:02.896|   16.850|2015/04/10T16:52:19.746|  0|
  2607:2000:100:116:a100:3780:4e66:e60a|                    2604:180::dedc:2bcf|  123|  123| 17|         1|        96|        |2015/04/10T16:47:24.518|    0.250|2015/04/10T16:47:24.768|  0|
              fe80::baca:3aff:fe84:37d6|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         1|        72|        |2015/04/10T16:47:29.498|    0.100|2015/04/10T16:47:29.598|  0|
