                                    sIP|                                    dIP|sPort|dPort|pro|   packets|     bytes|   flags|                  sTime| duration|                  eTime|sen|
   2002:8891:e71f:8:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|   22|49291|  6|         4|      1157|        |2015/04/10T13:50:04.340|    0.100|2015/04/10T13:50:04.440|  0|
            fec0::8:92e2:baff:fe5a:7ded|             fec0::8:225:90ff:fe8e:b4a0|   22|59440|  6|         4|      1157|        |2015/04/10T13:50:08.344|    0.200|2015/04/10T13:50:08.544|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|              2001:67c:2e8:14:ffff::229|56056|  123| 17|         1|        96|        |2015/04/10T13:50:08.994|    0.100|2015/04/10T13:50:09.094|  0|
            fec0::8:92e2:baff:fe5a:7ded|             fec0::8:225:90ff:fe8e:b4a0|   80|49090|  6|         5|       959|        |2015/04/10T13:55:04.444|    0.050|2015/04/10T13:55:04.494|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|   2002:8891:e71f:8:92e2:baff:fe5a:7ded|41752|  443|  6|         9|      1130|        |2015/04/10T13:55:03.394|    0.050|2015/04/10T13:55:03.444|  0|
   2002:8891:e71f:8:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|  443|41752|  6|         9|      2563|        |2015/04/10T13:55:03.394|    0.050|2015/04/10T13:55:03.444|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|   2002:8891:e71f:8:92e2:baff:fe5a:7ded|45963|   80|  6|         5|       488|        |2015/04/10T13:54:59.394|    0.250|2015/04/10T13:54:59.644|  0|
             fec0::8:225:90ff:fe8e:b4a0|            fec0::8:92e2:baff:fe5a:7ded|49433|  443|  6|         9|      1130|        |2015/04/10T13:55:07.394|    0.150|2015/04/10T13:55:07.544|  0|
             fec0::8:225:90ff:fe8e:b4a0|            fec0::8:92e2:baff:fe5a:7ded|59635|   22|  6|         6|       450|        |2015/04/10T13:55:08.394|    0.200|2015/04/10T13:55:08.594|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|   2002:8891:e71f:8:92e2:baff:fe5a:7ded|49478|   22|  6|         6|       450|        |2015/04/10T13:55:04.394|    0.100|2015/04/10T13:55:04.494|  0|
             fec0::8:225:90ff:fe8e:b4a0|            fec0::8:92e2:baff:fe5a:7ded|49090|   80|  6|         5|       488|        |2015/04/10T13:55:04.444|    0.050|2015/04/10T13:55:04.494|  0|
            fec0::8:92e2:baff:fe5a:7ded|             fec0::8:225:90ff:fe8e:b4a0|  443|49433|  6|         9|      2563|        |2015/04/10T13:55:08.086|    0.150|2015/04/10T13:55:08.236|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                           2001:7fe::53|20500|33434| 17|        33|      2904|        |2015/04/10T13:50:15.980|    5.200|2015/04/10T13:50:21.180|  0|
   2607:2000:100:116:25a7:dbb7:884:f0d0|                 2607:f8b0:4002:c06::bd|54885|  443|  6|        53|      3730|        |2015/04/10T13:43:47.586|  689.150|2015/04/10T13:55:16.736|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|              2604:a880:800:10::99:7006|56056|  123| 17|         1|        96|        |2015/04/10T13:50:26.870|    0.250|2015/04/10T13:50:27.120|  0|
   2607:2000:100:116:d6ae:52ff:fec1:9de|               2607:f8b0:4008:808::200e|34697|  443|  6|         6|       933|        |2015/04/10T13:55:41.636|    0.150|2015/04/10T13:55:41.786|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                            2001:7fd::1|33178|   53| 17|         1|        75|        |2015/04/10T13:51:07.760|    0.250|2015/04/10T13:51:08.010|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                           2001:dc3::35|20501|33434| 17|        42|      3696|        |2015/04/10T13:51:00.170|   14.450|2015/04/10T13:51:14.620|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:3::42|34381|   53| 17|         1|        75|        |2015/04/10T13:51:35.170|    0.200|2015/04/10T13:51:35.370|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2d::d|33018|   53| 17|         1|        75|        |2015/04/10T13:51:38.120|    0.050|2015/04/10T13:51:38.170|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|              2604:a880:800:10::99:7003|  123|  123| 17|         1|        96|        |2015/04/10T13:51:52.554|    0.200|2015/04/10T13:51:52.754|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                   2001:500:1::803f:235|33913|   53| 17|         1|        75|        |2015/04/10T13:51:54.270|    0.050|2015/04/10T13:51:54.320|  0|
               fe80::225:90ff:fe8e:b4a0|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         1|        72|        |2015/04/10T13:51:57.570|    0.050|2015/04/10T13:51:57.620|  0|
  2607:2000:100:116:a100:3780:4e66:e60a|                    2604:180::dedc:2bcf|  123|  123| 17|         1|        96|        |2015/04/10T13:52:00.388|    0.150|2015/04/10T13:52:00.538|  0|
               fe80::225:90ff:fe8e:b4a0|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T13:52:02.670|    0.050|2015/04/10T13:52:02.720|  0|
              fe80::baca:3aff:fe84:37d6|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         2|       144|        |2015/04/10T13:47:53.838|  251.350|2015/04/10T13:52:05.188|  0|
  2607:2000:100:116:a100:3780:4e66:e60a|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         2|       128|        |2015/04/10T13:47:56.288|  249.900|2015/04/10T13:52:06.188|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T13:52:06.910|    0.100|2015/04/10T13:52:07.010|  0|
   2607:2000:100:116:225:90ff:fe8e:b394|              2604:a880:800:10::99:7004|  123|  123| 17|         1|        96|        |2015/04/10T13:52:09.610|    0.250|2015/04/10T13:52:09.860|  0|
              fe80::baca:3aff:fe84:37d6|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         2|       128|        |2015/04/10T13:47:58.822|  251.600|2015/04/10T13:52:10.422|  0|
               fe80::225:90ff:fe8e:b394|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         1|        72|        |2015/04/10T13:52:14.670|    0.100|2015/04/10T13:52:14.770|  0|
   2607:2000:100:116:225:90ff:fe8e:b394|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T13:52:16.970|    0.100|2015/04/10T13:52:17.070|  0|
               fe80::225:90ff:fe8e:b394|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T13:52:19.720|    0.200|2015/04/10T13:52:19.920|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:3::42|20502|33434| 17|        24|      2112|        |2015/04/10T13:52:19.170|    4.050|2015/04/10T13:52:23.220|  0|
              fe80::92e2:baff:fe5a:7ded|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         1|        72|        |2015/04/10T13:52:39.750|    0.100|2015/04/10T13:52:39.850|  0|
              fe80::92e2:baff:fe5a:7ded|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T13:52:44.800|    0.150|2015/04/10T13:52:44.950|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|     2606:2800:220:1:248:1893:25c8:1946|37939|   25|  6|         5|       400|        |2015/04/10T13:52:34.602|   14.800|2015/04/10T13:52:49.402|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|     2606:2800:220:1:248:1893:25c8:1946|37940|   25|  6|         5|       400|        |2015/04/10T13:52:34.602|   14.800|2015/04/10T13:52:49.402|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|     2606:2800:220:1:248:1893:25c8:1946|37941|   25|  6|         5|       400|        |2015/04/10T13:52:34.602|   14.800|2015/04/10T13:52:49.402|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|     2606:2800:220:1:248:1893:25c8:1946|37942|   25|  6|         5|       400|        |2015/04/10T13:52:34.602|   14.800|2015/04/10T13:52:49.402|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|     2606:2800:220:1:248:1893:25c8:1946|37943|   25|  6|         5|       400|        |2015/04/10T13:52:34.602|   14.800|2015/04/10T13:52:49.402|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                            2001:7fd::1|39282|   53| 17|         1|        80|        |2015/04/10T13:52:46.852|    0.250|2015/04/10T13:52:47.102|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                            2001:7fd::1|50131|   53| 17|         1|        79|        |2015/04/10T13:52:59.100|    0.200|2015/04/10T13:52:59.300|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                           2001:7fe::53|40922|   53| 17|         1|        79|        |2015/04/10T13:53:05.902|    0.150|2015/04/10T13:53:06.052|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2f::f|44659|   53| 17|         1|        79|        |2015/04/10T13:53:18.178|    0.050|2015/04/10T13:53:18.228|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                           2001:dc3::35|51243|   53| 17|         1|        79|        |2015/04/10T13:53:24.626|    0.150|2015/04/10T13:53:24.776|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                          2001:500:2::c|34195|   53| 17|         1|        79|        |2015/04/10T13:53:27.888|    0.000|2015/04/10T13:53:27.888|  0|
              fe80::da50:e6ff:fe3b:76fa|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         3|       216|        |2015/04/10T13:48:37.688|  291.000|2015/04/10T13:53:28.688|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:3::42|57727|   53| 17|         1|        79|        |2015/04/10T13:53:32.126|    0.050|2015/04/10T13:53:32.176|  0|
              fe80::da50:e6ff:fe3b:76fa|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         3|       192|        |2015/04/10T13:48:42.792|  291.000|2015/04/10T13:53:33.792|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:84::b|42763|   53| 17|         1|        79|        |2015/04/10T13:53:34.142|    0.150|2015/04/10T13:53:34.292|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2d::d|39056|   53| 17|         1|        79|        |2015/04/10T13:53:41.316|    0.150|2015/04/10T13:53:41.466|  0|
   2607:2000:100:116:d6ae:52ff:fec1:9de|               2607:f8b0:4008:808::200e|34698|  443|  6|        23|      4641|        |2015/04/10T13:55:41.520|  177.550|2015/04/10T13:58:39.070|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                   2001:500:1::803f:235|42414|   53| 17|         1|        79|        |2015/04/10T13:53:44.320|    0.100|2015/04/10T13:53:44.420|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                     2001:503:c27::2:30|50888|   53| 17|         1|        79|        |2015/04/10T13:53:53.882|    0.200|2015/04/10T13:53:54.082|  0|
  2607:2000:100:116:92e2:baff:fe68:7d59|                     2001:18e8:2:6::147|33811| 8880|  6|         2|       160|        |2015/04/10T13:53:57.082|    0.850|2015/04/10T13:53:57.932|  0|
              fe80::92e2:baff:fe68:7d59|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         1|        72|        |2015/04/10T13:54:02.226|    0.200|2015/04/10T13:54:02.426|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                          2001:500:2::c|20505|33434| 17|        39|      3432|        |2015/04/10T13:53:42.976|   21.200|2015/04/10T13:54:04.176|  0|
  2607:2000:100:116:92e2:baff:fe68:7d59|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T13:54:06.696|    0.150|2015/04/10T13:54:06.846|  0|
              fe80::92e2:baff:fe68:7d59|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T13:54:07.096|    0.250|2015/04/10T13:54:07.346|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                    2001:503:ba3e::2:30|20503|33434| 17|        51|      4488|        |2015/04/10T13:53:07.426|   73.400|2015/04/10T13:54:20.826|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2d::d|20506|33434| 17|        24|      2112|        |2015/04/10T13:54:15.826|    4.500|2015/04/10T13:54:20.326|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|  2607:2000:100:116:92e2:baff:fe5a:7ded|57863|   22|  6|         6|       450|        |2015/04/10T13:59:32.024|    0.050|2015/04/10T13:59:32.074|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|   22|57721|  6|         4|      1157|        |2015/04/10T13:54:31.974|    0.050|2015/04/10T13:54:32.024|  0|
   2607:2000:100:116:25a7:dbb7:884:f0d0|               2607:f8b0:4008:808::200e|54954|  443|  6|        30|      3768|        |2015/04/10T13:55:20.292|  262.500|2015/04/10T13:59:42.792|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|  2607:2000:100:116:92e2:baff:fe5a:7ded|56456|  443|  6|         9|      1130|        |2015/04/10T13:59:44.992|    0.100|2015/04/10T13:59:45.092|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|  443|56456|  6|         9|      2563|        |2015/04/10T13:59:44.992|    0.100|2015/04/10T13:59:45.092|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|  2607:2000:100:116:92e2:baff:fe5a:7ded|57272|   80|  6|         5|       488|        |2015/04/10T13:59:45.042|    0.050|2015/04/10T13:59:45.092|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|   80|57272|  6|         5|       959|        |2015/04/10T13:59:45.042|    0.050|2015/04/10T13:59:45.092|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:84::b|20504|33434| 17|        48|      4224|        |2015/04/10T13:53:33.692|   73.450|2015/04/10T13:54:47.142|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:3::42|41058|   53| 17|         1|        80|        |2015/04/10T13:54:53.934|    0.200|2015/04/10T13:54:54.134|  0|
   2607:2000:100:116:25a7:dbb7:884:f0d0|             2607:2000:100:110:180::232|54950|  445|  6|         1|        72|        |2015/04/10T13:54:50.334|    0.200|2015/04/10T13:54:50.534|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|   2002:8891:e71f:8:92e2:baff:fe5a:7ded|46101|   80|  6|         5|       488|        |2015/04/10T13:59:59.992|    0.200|2015/04/10T14:00:00.192|  0|
   2002:8891:e71f:8:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|   80|46101|  6|         5|       959|        |2015/04/10T13:59:59.992|    0.200|2015/04/10T14:00:00.192|  0|
   2002:8891:e71f:8:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|   22|49478|  6|         4|      1157|        |2015/04/10T13:55:04.942|    0.100|2015/04/10T13:55:05.042|  0|
            fec0::8:92e2:baff:fe5a:7ded|             fec0::8:225:90ff:fe8e:b4a0|   22|59635|  6|         4|      1157|        |2015/04/10T13:55:08.986|    0.200|2015/04/10T13:55:09.186|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                            2001:7fd::1|60511|   53| 17|         1|        75|        |2015/04/10T13:55:12.042|    0.150|2015/04/10T13:55:12.192|  0|
   2607:2000:100:116:25a7:dbb7:884:f0d0|               2607:f8b0:4008:808::200e|54955|  443|  6|        26|      4865|        |2015/04/10T13:55:42.994|  271.500|2015/04/10T14:00:14.494|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:3::42|57049|   53| 17|         1|        75|        |2015/04/10T13:55:27.550|    0.200|2015/04/10T13:55:27.750|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2d::d|44107|   53| 17|         1|        75|        |2015/04/10T13:55:52.000|    0.200|2015/04/10T13:55:52.200|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                   2001:500:1::803f:235|49869|   53| 17|         1|        75|        |2015/04/10T13:55:56.742|    0.150|2015/04/10T13:55:56.892|  0|
   2607:2000:100:116:225:90ff:fe8e:b4b8|              2607:fc18:bad:dead:beef::|  123|  123| 17|         1|        96|        |2015/04/10T13:56:04.474|    0.150|2015/04/10T13:56:04.624|  0|
               fe80::225:90ff:fe8e:b4b8|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         1|        72|        |2015/04/10T13:56:09.442|    0.250|2015/04/10T13:56:09.692|  0|
               fe80::225:90ff:fe8e:b4b8|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T13:56:14.556|    0.050|2015/04/10T13:56:14.606|  0|
   2607:2000:100:116:225:90ff:fe8e:b4b8|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T13:56:16.756|    0.200|2015/04/10T13:56:16.956|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                   2001:500:1::803f:235|20507|33434| 17|        42|      3696|        |2015/04/10T13:55:05.146|   84.800|2015/04/10T13:56:29.946|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                     2001:503:c27::2:30|20508|33434| 17|        45|      3960|        |2015/04/10T13:55:45.922|   72.900|2015/04/10T13:56:58.822|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                           2001:7fe::53|58687|   53| 17|         1|        79|        |2015/04/10T13:57:05.914|    0.100|2015/04/10T13:57:06.014|  0|
   2607:2000:100:116:225:90ff:fe8e:b5e8|              2604:a880:800:10::99:7004|  123|  123| 17|         1|        96|        |2015/04/10T13:57:07.222|    0.050|2015/04/10T13:57:07.272|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                            2001:7fd::1|55741|   53| 17|         1|        79|        |2015/04/10T13:57:10.514|    0.100|2015/04/10T13:57:10.614|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2f::f|38906|   53| 17|         1|        79|        |2015/04/10T13:57:11.014|    0.100|2015/04/10T13:57:11.114|  0|
               fe80::225:90ff:fe8e:b5e8|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         1|        72|        |2015/04/10T13:57:12.214|    0.200|2015/04/10T13:57:12.414|  0|
               fe80::225:90ff:fe8e:b5e8|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T13:57:17.326|    0.200|2015/04/10T13:57:17.526|  0|
   2607:2000:100:116:225:90ff:fe8e:b5e8|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T13:57:16.726|    0.050|2015/04/10T13:57:16.776|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                           2001:dc3::35|58375|   53| 17|         1|        79|        |2015/04/10T13:57:20.064|    0.000|2015/04/10T13:57:20.064|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:3::42|45499|   53| 17|         1|        79|        |2015/04/10T13:57:26.728|    0.250|2015/04/10T13:57:26.978|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:84::b|36740|   53| 17|         1|        79|        |2015/04/10T13:57:29.878|    0.150|2015/04/10T13:57:30.028|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                   2a01:4f8:110:13cd::2|20509|33434| 17|        66|      5808|        |2015/04/10T13:56:14.472|   75.850|2015/04/10T13:57:30.322|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2d::d|58176|   53| 17|         1|        79|        |2015/04/10T13:57:34.356|    0.050|2015/04/10T13:57:34.406|  0|
